transaction_id,customer_id,timestamp,amount,transaction_type,location,device,merchant_category,is_suspicious
T022254,C1810,2026-01-21 05:51:12.988110,6488.23,debit,Mumbai,POS,Electronics,0
T022255,C0790,2025-12-16 04:51:12.988110,1320.88,debit,Chennai,Mobile Banking,Electronics,0
T022256,C0595,2025-09-04 20:16:12.988110,5076.97,debit,Bangalore,Online,Grocery,0
T022257,C0058,2025-10-29 20:46:12.988110,2906.8,credit,Chennai,POS,Shopping,0
T022258,C0565,2026-02-03 02:58:12.988110,8015.24,debit,Chennai,Mobile Banking,Shopping,1
T022259,C0001,2025-12-01 14:00:12.988110,6551.7,debit,Mumbai,Mobile Banking,Grocery,0
T022260,C0216,2025-10-03 23:51:12.988110,13704.34,debit,Chennai,POS,Restaurant,0
T022261,C1341,2025-10-15 16:43:12.988110,2363.01,debit,Bangalore,POS,Travel,0
T022262,C1252,2025-09-25 19:42:12.988110,7018.93,credit,Chennai,ATM,Electronics,0
T022263,C1497,2025-09-14 23:09:12.988110,17343.67,debit,Bangalore,POS,Shopping,0
T022264,C1508,2025-10-04 00:18:12.988110,2049.69,debit,Chennai,POS,Shopping,1
T022265,C0766,2026-01-01 11:49:12.988110,1712.48,debit,Delhi,Mobile Banking,Fuel,0
T022266,C0671,2026-01-25 03:43:12.988110,7327.79,credit,Delhi,ATM,Electronics,0
T022267,C1311,2025-11-25 08:45:12.988110,2948.64,credit,Delhi,POS,Grocery,0
T022268,C0511,2025-09-14 15:13:12.988110,2542.91,debit,Kolkata,ATM,Grocery,0
T022269,C1602,2026-02-04 13:01:12.988110,3944.02,credit,Delhi,ATM,Electronics,0
T022270,C0915,2025-09-29 20:33:12.988110,13707.83,debit,Hyderabad,Mobile Banking,Electronics,0
T022271,C1845,2025-10-14 13:49:12.988110,437.88,debit,Mumbai,Online,Utilities,0
T022272,C1996,2025-10-17 05:50:12.988110,3133.86,debit,Bangalore,POS,Restaurant,0
T022273,C1482,2025-12-15 15:40:12.988110,583.46,debit,Chennai,ATM,Shopping,0
T022274,C0095,2026-02-01 16:03:12.988110,10753.01,debit,Chennai,POS,Fuel,0
T022275,C0493,2025-08-21 14:26:12.988110,734.97,credit,Hyderabad,Online,Electronics,0
T022276,C0765,2025-12-23 00:48:12.988110,469.92,debit,Bangalore,Mobile Banking,Utilities,1
T022277,C1022,2025-10-25 00:46:12.988110,16587.19,credit,Bangalore,Mobile Banking,Electronics,0
T022278,C0150,2025-12-16 12:40:12.988110,4143.03,debit,Bangalore,ATM,Travel,0
T022279,C1047,2025-09-03 12:50:12.988110,8740.42,credit,Mumbai,Mobile Banking,Utilities,0
T022280,C0756,2025-10-08 02:11:12.988110,3176.81,debit,Chennai,ATM,Shopping,1
T022281,C1239,2025-08-30 11:49:12.988110,2860.33,debit,Kolkata,POS,Fuel,0
T022282,C0399,2025-12-26 13:20:12.988110,12129.97,credit,Bangalore,Mobile Banking,Shopping,0
T022283,C0410,2025-12-08 10:26:12.988110,22962.54,credit,Kolkata,ATM,Fuel,0
T022284,C0131,2025-10-10 21:33:12.988110,4818.64,credit,Delhi,Online,Grocery,0
T022285,C0855,2025-11-10 22:58:12.988110,12516.68,debit,Chennai,Online,Shopping,0
T022286,C0148,2025-11-25 20:15:12.988110,9928.61,debit,Kolkata,POS,Restaurant,0
T022287,C0381,2025-09-10 01:43:12.988110,3926.42,debit,Hyderabad,Online,Grocery,1
T022288,C1133,2025-12-19 06:56:12.988110,14159.88,credit,Chennai,Mobile Banking,Travel,0
T022289,C0552,2025-12-04 06:10:12.988110,1178.97,credit,Chennai,ATM,Travel,0
T022290,C1145,2025-08-17 14:10:12.988110,10807.38,debit,Bangalore,ATM,Electronics,0
T022291,C0295,2025-10-24 11:01:12.988110,1850.66,debit,Delhi,Mobile Banking,Fuel,0
T022292,C1144,2025-11-01 07:19:12.988110,154.95,credit,Chennai,Mobile Banking,Travel,0
T022293,C0456,2025-08-21 18:49:12.988110,7734.37,debit,Hyderabad,Mobile Banking,Travel,0
T022294,C1554,2026-01-07 15:05:12.988110,13297.55,debit,Bangalore,Online,Restaurant,0
T022295,C0169,2025-10-23 02:20:12.988110,1221.72,debit,Kolkata,POS,Utilities,1
T022296,C0710,2026-01-26 06:45:12.988110,3818.77,debit,Bangalore,ATM,Restaurant,0
T022297,C1947,2025-09-27 11:08:12.988110,6918.42,debit,Delhi,POS,Shopping,0
T022298,C1167,2025-10-30 11:15:12.988110,2014.52,credit,Kolkata,Online,Fuel,0
T022299,C0037,2025-10-22 08:17:12.988110,794.5,debit,Delhi,Online,Utilities,0
T022300,C1722,2025-08-26 16:49:12.988110,2489.93,credit,Bangalore,POS,Utilities,0
T022301,C1285,2025-12-15 13:45:12.988110,3049.27,credit,Delhi,Online,Fuel,0
T022302,C0231,2025-11-17 06:25:12.988110,6778.26,debit,Hyderabad,Mobile Banking,Shopping,0
T022303,C0254,2025-09-04 09:31:12.988110,1107.5,debit,Hyderabad,POS,Shopping,0
T022304,C0329,2025-08-23 23:44:12.988110,8440.03,debit,Hyderabad,ATM,Shopping,0
T022305,C1927,2025-10-07 06:03:12.988110,3487.57,debit,Kolkata,ATM,Electronics,0
T022306,C1321,2025-10-31 05:12:12.988110,11711.34,debit,Mumbai,Mobile Banking,Fuel,0
T022307,C0980,2025-09-02 17:00:12.988110,4171.09,debit,Mumbai,POS,Fuel,0
T022308,C0010,2025-10-13 09:45:12.988110,2960.67,debit,Mumbai,Mobile Banking,Utilities,0
T022309,C0446,2025-12-28 07:17:12.988110,1689.92,debit,Kolkata,ATM,Electronics,0
T022310,C0922,2025-11-25 11:09:12.988110,561.6,debit,Delhi,POS,Utilities,0
T022311,C0836,2025-10-22 01:12:12.988110,2323.71,debit,Kolkata,Mobile Banking,Grocery,1
T022312,C1254,2025-10-06 17:02:12.988110,2668.96,debit,Mumbai,ATM,Electronics,0
T022313,C1560,2025-12-31 18:22:12.988110,4199.97,credit,Hyderabad,ATM,Grocery,0
T022314,C0078,2025-12-07 04:22:12.988110,9825.25,debit,Bangalore,Mobile Banking,Electronics,0
T022315,C1449,2025-08-28 07:39:12.988110,3116.38,debit,Mumbai,Online,Restaurant,0
T022316,C0193,2026-02-06 22:08:12.988110,1886.46,debit,Mumbai,Online,Grocery,0
T022317,C0401,2025-12-03 17:46:12.988110,10328.03,debit,Bangalore,POS,Restaurant,0
T022318,C0109,2025-09-08 20:28:12.988110,6619.75,debit,Kolkata,Mobile Banking,Electronics,0
T022319,C0792,2025-11-17 03:40:12.988110,1833.84,debit,Hyderabad,Mobile Banking,Electronics,0
T022320,C1947,2026-01-08 21:51:12.988110,913.28,debit,Mumbai,Online,Restaurant,0
T022321,C0263,2025-09-16 00:49:12.988110,1719.69,debit,Delhi,Mobile Banking,Shopping,1
T022322,C0329,2025-12-22 15:45:12.988110,659.88,debit,Bangalore,Mobile Banking,Utilities,0
T022323,C0363,2025-10-06 16:07:12.988110,11686.73,credit,Kolkata,Online,Restaurant,0
T022324,C1891,2025-10-18 04:27:12.988110,4730.23,debit,Mumbai,POS,Grocery,0
T022325,C1402,2025-11-23 08:56:12.988110,9957.61,credit,Hyderabad,ATM,Electronics,0
T022326,C1804,2026-01-21 06:58:12.988110,8584.03,credit,Kolkata,ATM,Travel,0
T022327,C1365,2026-01-07 14:52:12.988110,831.66,credit,Delhi,Mobile Banking,Shopping,0
T022328,C0259,2025-10-01 03:04:12.988110,2925.96,debit,Hyderabad,Online,Shopping,0
T022329,C1359,2025-09-18 14:50:12.988110,17889.09,credit,Delhi,Online,Electronics,0
T022330,C0085,2026-01-27 13:33:12.988110,1331.52,debit,Delhi,Mobile Banking,Travel,0
T022331,C1546,2025-08-31 03:52:12.988110,257.72,debit,Kolkata,ATM,Restaurant,0
T022332,C1825,2025-11-07 13:53:12.988110,2123.32,debit,Mumbai,Mobile Banking,Grocery,0
T022333,C1838,2025-10-31 10:29:12.988110,3576.41,debit,Hyderabad,Online,Fuel,0
T022334,C1595,2025-12-05 04:53:12.988110,287.5,debit,Kolkata,Mobile Banking,Restaurant,0
T022335,C0308,2025-08-30 18:28:12.988110,2781.5,credit,Kolkata,Mobile Banking,Utilities,0
T022336,C0262,2025-09-22 23:38:12.988110,1461.21,debit,Bangalore,POS,Electronics,0
T022337,C1922,2025-12-20 06:22:12.988110,1192.03,debit,Hyderabad,Online,Travel,0
T022338,C0797,2025-12-24 05:29:12.988110,1531.99,debit,Bangalore,Online,Restaurant,0
T022339,C0631,2025-08-14 00:29:12.988110,556.89,debit,Kolkata,POS,Shopping,1
T022340,C0680,2025-09-28 13:02:12.988110,398.72,debit,Bangalore,Mobile Banking,Travel,0
T022341,C0865,2026-01-01 12:19:12.988110,4529.79,debit,Bangalore,Online,Grocery,0
T022342,C1725,2025-12-05 13:07:12.988110,14766.31,debit,Hyderabad,POS,Electronics,0
T022343,C1476,2026-01-08 15:37:12.988110,8167.12,debit,Mumbai,Online,Electronics,0
T022344,C1275,2026-01-10 09:22:12.988110,8975.79,debit,Delhi,Mobile Banking,Grocery,0
T022345,C0324,2026-01-20 00:23:12.988110,6641.67,credit,Kolkata,ATM,Shopping,0
T022346,C0925,2025-09-22 05:54:12.988110,15615.87,debit,Delhi,Online,Grocery,0
T022347,C1253,2025-09-18 23:40:12.988110,15034.01,debit,Chennai,ATM,Electronics,0
T022348,C1726,2025-09-13 11:13:12.988110,7532.22,debit,Chennai,Mobile Banking,Electronics,0
T022349,C1852,2025-11-29 01:07:12.988110,6292.96,debit,Delhi,Mobile Banking,Electronics,1
T022350,C1660,2025-11-02 18:41:12.988110,1821.23,debit,Hyderabad,Mobile Banking,Grocery,0
T022351,C1620,2026-01-15 21:44:12.988110,477.97,debit,Delhi,ATM,Electronics,0
T022352,C1321,2025-10-23 19:22:12.988110,487.34,debit,Hyderabad,ATM,Fuel,0
T022353,C0727,2026-01-18 14:45:12.988110,6663.98,debit,Delhi,POS,Shopping,0
T022354,C1261,2025-08-17 11:35:12.988110,143.92,credit,Bangalore,POS,Fuel,0
T022355,C0978,2025-11-22 08:24:12.988110,8475.23,debit,Hyderabad,ATM,Shopping,0
T022356,C1649,2025-09-22 04:51:12.988110,2282.29,credit,Delhi,POS,Grocery,0
T022357,C0217,2025-10-25 11:38:12.988110,1066.46,debit,Kolkata,Online,Utilities,0
T022358,C1857,2025-12-14 02:51:12.988110,2617.77,debit,Mumbai,ATM,Restaurant,1
T022359,C1270,2025-12-21 08:35:12.988110,6074.7,credit,Hyderabad,Mobile Banking,Restaurant,0
T022360,C0448,2025-12-04 05:55:12.988110,1608.68,debit,Bangalore,Online,Grocery,0
T022361,C1871,2026-01-28 18:36:12.988110,953.49,debit,Mumbai,POS,Restaurant,0
T022362,C0319,2025-09-02 16:27:12.988110,6694.85,debit,Mumbai,POS,Electronics,0
T022363,C0994,2025-12-10 00:59:12.988110,10629.79,debit,Delhi,Mobile Banking,Electronics,1
T022364,C1456,2025-12-22 16:32:12.988110,4403.95,debit,Hyderabad,POS,Restaurant,0
T022365,C1428,2025-11-29 05:52:12.988110,3710.17,credit,Bangalore,ATM,Shopping,0
T022366,C1910,2025-09-05 16:16:12.988110,7029.94,debit,Hyderabad,ATM,Grocery,0
T022367,C0037,2025-11-16 12:02:12.988110,6595.92,debit,Mumbai,Online,Travel,0
T022368,C1600,2025-12-24 03:56:12.988110,31.49,credit,Delhi,POS,Travel,0
T022369,C0731,2025-09-14 23:46:12.988110,1655.35,debit,Bangalore,Mobile Banking,Fuel,0
T022370,C1366,2025-08-16 06:12:12.988110,13442.19,debit,Hyderabad,POS,Fuel,0
T022371,C1011,2025-11-02 12:12:12.988110,16119.71,credit,Kolkata,Mobile Banking,Shopping,0
T022372,C1413,2025-12-16 04:25:12.988110,3569.68,debit,Delhi,Mobile Banking,Utilities,0
T022373,C1058,2025-09-07 05:17:12.988110,4105.93,debit,Bangalore,Online,Electronics,0
T022374,C0039,2025-09-04 12:57:12.988110,3.28,debit,Chennai,POS,Restaurant,0
T022375,C1603,2026-01-06 10:57:12.988110,5578.89,debit,Kolkata,Mobile Banking,Shopping,0
T022376,C0209,2025-12-07 19:00:12.988110,1194.05,debit,Bangalore,ATM,Shopping,0
T022377,C0830,2025-10-19 06:36:12.988110,684.32,debit,Chennai,ATM,Grocery,0
T022378,C0856,2025-10-21 06:42:12.988110,1816.95,debit,Delhi,ATM,Grocery,0
T022379,C1176,2025-08-21 05:24:12.988110,5466.51,debit,Bangalore,Online,Shopping,0
T022380,C0899,2025-12-29 14:14:12.988110,2866.46,debit,Mumbai,ATM,Utilities,0
T022381,C1389,2025-10-11 06:59:12.988110,2146.68,credit,Mumbai,Mobile Banking,Travel,0
T022382,C1223,2026-01-27 02:43:12.988110,6487.9,debit,Mumbai,Online,Electronics,1
T022383,C0601,2026-01-03 11:56:12.988110,8402.52,credit,Delhi,ATM,Restaurant,0
T022384,C0760,2025-08-20 07:55:12.988110,10170.52,credit,Mumbai,ATM,Utilities,0
T022385,C1859,2025-09-14 23:40:12.988110,2941.71,debit,Hyderabad,POS,Travel,0
T022386,C1103,2025-12-10 12:30:12.988110,6326.19,credit,Delhi,Mobile Banking,Restaurant,0
T022387,C1501,2025-09-21 23:45:12.988110,10823.4,debit,Bangalore,Mobile Banking,Travel,0
T022388,C0434,2025-09-25 16:36:12.988110,11979.34,debit,Chennai,Mobile Banking,Shopping,0
T022389,C1821,2026-01-14 02:49:12.988110,3387.56,debit,Delhi,ATM,Electronics,1
T022390,C0842,2025-12-10 05:26:12.988110,2195.06,debit,Chennai,POS,Shopping,0
T022391,C0032,2025-10-26 20:56:12.988110,11522.24,debit,Mumbai,POS,Restaurant,0
T022392,C1111,2025-09-17 13:15:12.988110,1515.2,credit,Mumbai,POS,Restaurant,0
T022393,C1575,2026-01-08 13:18:12.988110,7968.99,debit,Delhi,Mobile Banking,Utilities,0
T022394,C0393,2025-12-25 12:24:12.988110,11965.55,debit,Hyderabad,ATM,Restaurant,0
T022395,C1637,2026-01-31 09:47:12.988110,6729.96,debit,Bangalore,ATM,Electronics,0
T022396,C1268,2025-11-16 09:58:12.988110,5694.99,credit,Chennai,Mobile Banking,Travel,0
T022397,C1256,2025-12-17 13:10:12.988110,260.03,credit,Kolkata,ATM,Restaurant,0
T022398,C0910,2026-01-25 02:45:12.988110,1137.47,debit,Mumbai,Mobile Banking,Shopping,1
T022399,C1604,2025-08-17 22:05:12.988110,5491.61,debit,Kolkata,ATM,Shopping,0
T022400,C0192,2025-10-05 06:05:12.988110,7690.14,debit,Hyderabad,Mobile Banking,Travel,0
T022401,C1940,2025-11-02 21:28:12.988110,327.45,debit,Chennai,Online,Shopping,0
T022402,C1564,2025-12-15 14:38:12.988110,96.22,debit,Bangalore,POS,Fuel,0
T022403,C0270,2025-08-29 23:01:12.988110,1866.29,credit,Delhi,Mobile Banking,Travel,0
T022404,C1964,2025-11-13 05:59:12.988110,5177.55,debit,Delhi,Online,Grocery,0
T022405,C0738,2025-09-18 17:48:12.988110,3587.64,debit,Kolkata,Mobile Banking,Grocery,0
T022406,C0077,2025-12-17 02:37:12.988110,41.97,debit,Chennai,Online,Utilities,1
T022407,C0735,2025-11-16 16:56:12.988110,822.09,debit,Chennai,ATM,Shopping,0
T022408,C0884,2025-12-02 11:58:12.988110,6975.68,debit,Mumbai,Mobile Banking,Shopping,0
T022409,C1191,2026-01-06 05:31:12.988110,1766.7,debit,Kolkata,Mobile Banking,Utilities,0
T022410,C0284,2025-11-28 14:02:12.988110,623.22,credit,Chennai,POS,Fuel,0
T022411,C1728,2026-01-10 02:59:12.988110,261.01,debit,Chennai,POS,Shopping,1
T022412,C1113,2025-11-20 16:02:12.988110,9500.36,debit,Kolkata,Online,Grocery,0
T022413,C0544,2025-10-26 19:48:12.988110,3190.13,credit,Kolkata,Mobile Banking,Travel,0
T022414,C0649,2026-02-04 17:26:12.988110,3502.66,debit,Mumbai,ATM,Utilities,0
T022415,C1180,2025-08-27 09:31:12.988110,316.52,debit,Kolkata,Mobile Banking,Restaurant,0
T022416,C0250,2026-01-08 09:52:12.988110,3352.82,debit,Kolkata,Online,Travel,0
T022417,C0095,2025-12-18 14:20:12.988110,5189.09,debit,Mumbai,Online,Utilities,0
T022418,C0017,2026-01-10 02:15:12.988110,655.09,credit,Kolkata,Mobile Banking,Utilities,0
T022419,C0117,2025-08-19 23:15:12.988110,11640.32,debit,Kolkata,Online,Electronics,0
T022420,C0983,2025-09-30 04:28:12.988110,7647.31,credit,Kolkata,ATM,Fuel,0
T022421,C0333,2025-10-31 13:35:12.988110,8094.54,debit,Bangalore,Mobile Banking,Utilities,0
T022422,C1847,2025-11-06 14:46:12.988110,3845.1,debit,Kolkata,ATM,Electronics,0
T022423,C1546,2025-10-21 17:18:12.988110,2031.74,debit,Delhi,POS,Utilities,0
T022424,C1104,2025-10-04 18:34:12.988110,5114.54,credit,Kolkata,Mobile Banking,Fuel,0
T022425,C0646,2025-11-19 19:32:12.988110,1276.85,credit,Bangalore,Online,Travel,0
T022426,C1456,2025-10-21 23:02:12.988110,736.04,debit,Delhi,Mobile Banking,Travel,0
T022427,C1227,2025-12-04 03:20:12.988110,3864.53,debit,Kolkata,POS,Electronics,0
T022428,C0116,2025-10-12 05:55:12.988110,3256.44,debit,Bangalore,ATM,Utilities,0
T022429,C0963,2025-12-16 12:02:12.988110,814.26,debit,Kolkata,POS,Grocery,0
T022430,C1244,2025-08-27 02:28:12.988110,3779.41,debit,Hyderabad,Online,Fuel,1
T022431,C1277,2025-12-09 06:33:12.988110,3953.45,credit,Delhi,Mobile Banking,Shopping,0
T022432,C1193,2026-01-07 04:42:12.988110,10259.71,credit,Chennai,Online,Grocery,0
T022433,C0847,2025-10-17 04:34:12.988110,7119.15,debit,Mumbai,Mobile Banking,Restaurant,0
T022434,C0316,2025-08-22 14:32:12.988110,1226.73,debit,Kolkata,ATM,Electronics,0
T022435,C1741,2025-09-02 18:16:12.988110,8516.88,debit,Bangalore,POS,Travel,0
T022436,C0810,2026-01-31 09:51:12.988110,17371.13,debit,Chennai,Mobile Banking,Electronics,0
T022437,C0372,2025-11-28 10:28:12.988110,6304.82,debit,Bangalore,Mobile Banking,Grocery,0
T022438,C0760,2026-01-23 17:19:12.988110,7732.39,debit,Delhi,Mobile Banking,Shopping,0
T022439,C0877,2026-01-13 14:33:12.988110,1549.16,debit,Delhi,Mobile Banking,Restaurant,0
T022440,C0977,2025-12-08 06:07:12.988110,24081.03,debit,Kolkata,ATM,Shopping,0
T022441,C1607,2025-11-04 17:38:12.988110,970.32,debit,Mumbai,ATM,Fuel,0
T022442,C0156,2026-01-02 22:28:12.988110,6948.7,debit,Chennai,POS,Shopping,0
T022443,C0614,2025-12-16 22:45:12.988110,2514.45,debit,Bangalore,POS,Electronics,0
T022444,C1037,2025-11-10 00:41:12.988110,2207.03,debit,Bangalore,Mobile Banking,Electronics,1
T022445,C0508,2026-01-26 11:00:12.988110,1678.48,debit,Delhi,Mobile Banking,Fuel,0
T022446,C0465,2026-02-07 18:42:12.988110,2908.57,debit,Hyderabad,ATM,Travel,0
T022447,C0783,2026-01-29 10:20:12.988110,7824.11,debit,Chennai,Mobile Banking,Electronics,0
T022448,C0804,2026-02-06 14:00:12.988110,14148.77,debit,Chennai,Mobile Banking,Utilities,0
T022449,C0220,2025-09-12 00:48:12.988110,2691.31,credit,Chennai,Mobile Banking,Travel,0
T022450,C0015,2025-10-21 03:07:12.988110,5273.05,credit,Bangalore,POS,Fuel,0
T022451,C1774,2026-02-01 22:09:12.988110,7761.13,credit,Hyderabad,Mobile Banking,Shopping,0
T022452,C0117,2025-10-14 05:25:12.988110,525.34,debit,Kolkata,Mobile Banking,Electronics,0
T022453,C0331,2025-12-28 02:58:12.988110,16162.8,debit,Hyderabad,POS,Electronics,1
T022454,C0056,2025-12-15 10:33:12.988110,1188.96,debit,Chennai,POS,Travel,0
T022455,C1375,2025-11-11 00:56:12.988110,12330.19,credit,Chennai,POS,Travel,0
T022456,C1156,2025-08-25 14:37:12.988110,21563.57,debit,Mumbai,POS,Fuel,0
T022457,C1250,2026-01-17 00:18:12.988110,529.05,credit,Hyderabad,Mobile Banking,Grocery,0
T022458,C0308,2025-11-12 17:35:12.988110,11162.84,debit,Bangalore,POS,Shopping,0
T022459,C1499,2025-11-20 12:27:12.988110,5120.9,debit,Bangalore,POS,Grocery,0
T022460,C1930,2025-08-27 22:32:12.988110,8516.73,debit,Delhi,POS,Travel,0
T022461,C0222,2025-12-03 17:12:12.988110,577.6,debit,Bangalore,Mobile Banking,Restaurant,0
T022462,C1197,2025-11-10 14:53:12.988110,8986.73,debit,Chennai,POS,Utilities,0
T022463,C1364,2025-11-14 11:05:12.988110,4917.96,debit,Chennai,Mobile Banking,Electronics,0
T022464,C0797,2025-10-09 05:26:12.988110,3573.07,debit,Bangalore,Online,Travel,0
T022465,C1530,2025-09-11 13:00:12.988110,4105.27,credit,Hyderabad,POS,Grocery,0
T022466,C1845,2026-02-01 11:50:12.988110,6822.03,debit,Chennai,Mobile Banking,Electronics,0
T022467,C1181,2025-11-26 19:35:12.988110,1766.52,debit,Hyderabad,Online,Electronics,0
T022468,C0151,2025-11-12 00:09:12.988110,14365.56,debit,Bangalore,POS,Grocery,1
T022469,C1721,2026-01-17 17:20:12.988110,1838.22,debit,Mumbai,Mobile Banking,Shopping,0
T022470,C1202,2025-09-04 06:01:12.988110,10481.11,debit,Kolkata,ATM,Electronics,0
T022471,C1557,2025-11-05 16:12:12.988110,60.93,debit,Chennai,Mobile Banking,Shopping,0
T022472,C0112,2025-10-17 07:55:12.988110,12413.35,debit,Mumbai,POS,Fuel,0
T022473,C0683,2025-10-03 17:06:12.988110,9538.47,debit,Hyderabad,ATM,Fuel,0
T022474,C1162,2025-11-09 04:08:12.988110,662.98,debit,Kolkata,POS,Restaurant,0
T022475,C1257,2025-10-03 19:13:12.988110,6676.54,debit,Kolkata,ATM,Grocery,0
T022476,C0332,2025-12-03 04:16:12.988110,2342.94,debit,Kolkata,Mobile Banking,Shopping,0
T022477,C1566,2025-11-16 00:26:12.988110,3267.5,debit,Mumbai,Mobile Banking,Shopping,1
T022478,C0893,2025-12-03 13:27:12.988110,355.3,debit,Hyderabad,Online,Restaurant,0
T022479,C1331,2026-01-05 08:17:12.988110,1194.93,debit,Delhi,Mobile Banking,Restaurant,0
T022480,C0161,2025-08-16 20:31:12.988110,15357.24,credit,Hyderabad,POS,Shopping,0
T022481,C1426,2025-11-25 05:47:12.988110,2706.0,credit,Delhi,Online,Utilities,0
T022482,C1614,2025-11-04 23:46:12.988110,131.88,credit,Bangalore,Online,Electronics,0
T022483,C0278,2025-09-17 00:20:12.988110,3618.84,debit,Mumbai,POS,Restaurant,1
T022484,C1344,2026-02-08 11:00:12.988110,26199.43,debit,Delhi,ATM,Fuel,0
T022485,C1557,2025-10-04 10:24:12.988110,2023.48,debit,Bangalore,Online,Shopping,0
T022486,C0897,2025-09-04 19:56:12.988110,761.18,debit,Kolkata,POS,Restaurant,0
T022487,C0497,2025-11-21 23:21:12.988110,5157.85,credit,Bangalore,Online,Travel,0
T022488,C1387,2025-12-19 08:47:12.988110,12617.68,debit,Delhi,POS,Utilities,0
T022489,C1396,2025-11-17 15:32:12.988110,9800.28,debit,Kolkata,Online,Utilities,0
T022490,C1916,2026-02-07 19:39:12.988110,5349.94,debit,Delhi,ATM,Utilities,0
T022491,C0655,2025-08-18 20:37:12.988110,1017.61,debit,Delhi,Online,Electronics,0
T022492,C1060,2025-11-12 18:49:12.988110,7670.72,credit,Hyderabad,ATM,Grocery,0
T022493,C0303,2025-10-17 10:05:12.988110,8664.3,debit,Chennai,POS,Electronics,0
T022494,C0438,2025-08-24 12:39:12.988110,9470.55,debit,Hyderabad,ATM,Fuel,0
T022495,C0726,2025-12-11 19:20:12.988110,2587.08,debit,Hyderabad,Online,Electronics,0
T022496,C1056,2025-09-27 06:55:12.988110,2628.5,debit,Kolkata,POS,Utilities,0
T022497,C0186,2025-10-13 21:20:12.988110,843.02,credit,Delhi,POS,Fuel,0
T022498,C1198,2025-12-04 23:26:12.988110,7407.13,credit,Mumbai,Mobile Banking,Grocery,0
T022499,C1590,2025-08-31 03:16:12.988110,6682.31,debit,Hyderabad,Online,Grocery,0
T022500,C0673,2025-11-05 20:04:12.988110,525.41,debit,Hyderabad,ATM,Fuel,0
T022501,C1274,2025-11-26 10:40:12.988110,101.7,debit,Hyderabad,ATM,Utilities,0
T022502,C1001,2025-11-06 18:01:12.988110,15153.68,credit,Mumbai,Mobile Banking,Fuel,0
T022503,C1787,2025-10-08 19:14:12.988110,87.1,credit,Bangalore,Online,Travel,0
T022504,C1959,2025-10-25 14:00:12.988110,4952.36,debit,Bangalore,Online,Restaurant,0
T022505,C0279,2025-12-30 17:18:12.988110,3022.4,debit,Hyderabad,ATM,Shopping,0
T022506,C0683,2025-12-10 03:23:12.988110,7512.2,debit,Chennai,Mobile Banking,Grocery,0
T022507,C1719,2025-12-14 06:31:12.988110,459.09,debit,Hyderabad,Mobile Banking,Shopping,0
T022508,C1026,2025-08-16 23:45:12.988110,5734.4,debit,Chennai,POS,Travel,0
T022509,C1218,2025-10-05 16:47:12.988110,4771.81,debit,Chennai,ATM,Utilities,0
T022510,C1190,2026-01-18 05:30:12.988110,9606.86,debit,Mumbai,Mobile Banking,Travel,0
T022511,C1783,2025-11-19 16:30:12.988110,3654.71,credit,Kolkata,ATM,Travel,0
T022512,C1011,2025-10-19 12:30:12.988110,6515.14,debit,Bangalore,Online,Shopping,0
T022513,C0925,2025-09-04 18:42:12.988110,2877.56,debit,Kolkata,Online,Grocery,0
T022514,C1780,2025-11-20 17:10:12.988110,20669.13,debit,Chennai,Online,Grocery,0
T022515,C1134,2026-01-29 05:21:12.988110,4098.21,debit,Mumbai,POS,Fuel,0
T022516,C0380,2025-11-11 08:00:12.988110,7002.76,debit,Delhi,ATM,Travel,0
T022517,C0835,2026-02-08 14:15:12.988110,487.71,credit,Mumbai,Mobile Banking,Electronics,0
T022518,C0999,2026-01-11 06:58:12.988110,3106.51,debit,Hyderabad,ATM,Travel,0
T022519,C1607,2025-12-25 11:39:12.988110,333.04,debit,Delhi,POS,Fuel,0
T022520,C1700,2025-09-13 10:45:12.988110,648.9,debit,Kolkata,Mobile Banking,Fuel,0
T022521,C0285,2025-09-04 16:49:12.988110,3527.47,debit,Mumbai,ATM,Shopping,0
T022522,C1911,2026-01-09 23:16:12.988110,2171.68,debit,Delhi,Online,Fuel,0
T022523,C0421,2026-02-02 05:25:12.988110,3079.29,credit,Mumbai,POS,Shopping,0
T022524,C0113,2025-12-26 23:04:12.988110,3427.33,debit,Mumbai,Online,Grocery,0
T022525,C1018,2025-11-06 20:30:12.988110,870.28,debit,Chennai,POS,Electronics,0
T022526,C0228,2025-12-15 14:09:12.988110,2277.2,credit,Chennai,Online,Electronics,0
T022527,C1495,2025-12-23 03:31:12.988110,9851.95,debit,Hyderabad,Mobile Banking,Electronics,0
T022528,C1837,2025-11-11 02:29:12.988110,9710.97,debit,Hyderabad,Online,Utilities,1
T022529,C0528,2025-08-16 15:25:12.988110,3372.78,credit,Hyderabad,POS,Shopping,0
T022530,C0496,2026-01-27 15:46:12.988110,6914.42,debit,Kolkata,Mobile Banking,Shopping,0
T022531,C0031,2025-09-30 19:04:12.988110,7003.04,credit,Bangalore,POS,Electronics,0
T022532,C0162,2025-11-22 19:13:12.988110,225.55,debit,Hyderabad,Mobile Banking,Shopping,0
T022533,C1842,2025-09-28 20:31:12.988110,4719.48,debit,Hyderabad,Online,Shopping,0
T022534,C0705,2025-09-21 06:41:12.988110,8161.65,debit,Chennai,ATM,Utilities,0
T022535,C0722,2026-02-03 01:15:12.988110,4506.66,debit,Delhi,ATM,Utilities,1
